Time,Data
18/04/2011 13:22,925.8406138
18/04/2011 13:52,483.2958918
18/04/2011 14:22,915.7616337
18/04/2011 14:52,609.0434909
18/04/2011 15:22,745.1554345
18/04/2011 15:52,409.8559474
18/04/2011 16:22,434.0840383
18/04/2011 16:52,152.6842992
18/04/2011 17:22,327.5790732
18/04/2011 17:52,156.8269459
18/04/2011 18:22,330.2027645
18/04/2011 18:52,1118.604043
18/04/2011 19:22,243.9722508
18/04/2011 19:52,852.8881585
18/04/2011 20:22,491.859993
18/04/2011 20:52,466.7389836
18/04/2011 21:22,659.6703034
18/04/2011 21:52,576.3048714
18/04/2011 22:22,2497.206206
18/04/2011 22:52,2790.203921
18/04/2011 23:22,1092.209066
18/04/2011 23:52,825.9944174
19/04/2011 00:22,2397.166721
19/04/2011 00:52,1411.666593
19/04/2011 01:22,2379.183911
19/04/2011 01:52,841.2242125
19/04/2011 02:22,471.5203085
19/04/2011 02:52,1189.781225
19/04/2011 03:22,343.7574198
19/04/2011 03:52,336.4868348
19/04/2011 04:22,541.4014342
19/04/2011 04:52,316.1064529
19/04/2011 05:22,502.5022746
19/04/2011 05:52,314.832324
19/04/2011 06:22,359.8836561
19/04/2011 06:52,470.7049821
19/04/2011 07:22,334.0045113
19/04/2011 07:52,471.2262708
19/04/2011 08:22,315.8701164
19/04/2011 08:52,504.5232609
19/04/2011 09:22,315.1831126
19/04/2011 09:52,487.9082494
19/04/2011 10:22,353.1089807
19/04/2011 10:52,1051.422135
19/04/2011 11:22,1325.822876
19/04/2011 11:52,967.5815272
19/04/2011 12:22,619.4938816
19/04/2011 12:52,422.2917728
19/04/2011 13:22,845.3017238
19/04/2011 13:52,422.7262877
19/04/2011 14:22,497.0310754
19/04/2011 14:52,504.1243009
19/04/2011 15:22,298.28238
19/04/2011 15:52,483.3316975
19/04/2011 16:22,297.2165342
19/04/2011 16:52,478.4730822
19/04/2011 17:22,427.7634655
19/04/2011 17:52,532.9254134
19/04/2011 18:22,508.5480458
19/04/2011 18:52,545.2882196
19/04/2011 19:22,491.1666425
19/04/2011 19:52,626.6392749
19/04/2011 20:22,562.7970114
19/04/2011 20:52,471.9524639
19/04/2011 21:22,1037.59578
19/04/2011 21:52,733.3214116
19/04/2011 22:22,927.1597092
19/04/2011 22:52,
19/04/2011 23:22,
19/04/2011 23:52,704.1668894
20/04/2011 00:22,757.4498938
20/04/2011 00:52,901.6885906
20/04/2011 01:22,307.4549099
20/04/2011 01:52,494.7482959
20/04/2011 02:22,307.6521453
20/04/2011 02:52,482.3140751
20/04/2011 03:22,308.2100026
20/04/2011 03:52,488.2218428
20/04/2011 04:22,311.9014649
20/04/2011 04:52,445.3768848
20/04/2011 05:22,349.0302918
20/04/2011 05:52,311.5665639
20/04/2011 06:22,871.8214913
20/04/2011 06:52,553.0272336
20/04/2011 07:22,512.1900919
20/04/2011 07:52,311.0437363
20/04/2011 08:22,466.2028498
20/04/2011 08:52,373.6429689
20/04/2011 09:22,475.7744392
20/04/2011 09:52,670.5544545
20/04/2011 10:22,1110.193359
20/04/2011 10:52,992.8279676
20/04/2011 11:22,726.6253456
20/04/2011 11:52,575.8714981
20/04/2011 12:22,1221.224251
20/04/2011 12:52,470.4417437
20/04/2011 13:22,156.9651549
20/04/2011 13:52,348.2529433
20/04/2011 14:22,157.071111
20/04/2011 14:52,326.1974046
20/04/2011 15:22,156.530109
20/04/2011 15:52,301.1380274
20/04/2011 16:22,188.6727029
20/04/2011 16:52,199.4007056
20/04/2011 17:22,287.0184155
20/04/2011 17:52,156.769185
20/04/2011 18:22,333.0974698
20/04/2011 18:52,156.4737522
20/04/2011 19:22,326.0294897
20/04/2011 19:52,156.5139513
20/04/2011 20:22,190.1061546
20/04/2011 20:52,1117.844817
20/04/2011 21:22,915.5361678
20/04/2011 21:52,708.8408204
20/04/2011 22:22,592.1747219
20/04/2011 22:52,1114.155279
20/04/2011 23:22,580.0907327
20/04/2011 23:52,761.2908304
21/04/2011 00:22,402.275633
21/04/2011 00:52,441.7484526
21/04/2011 01:22,357.0735614
21/04/2011 01:52,322.3103284
21/04/2011 02:22,475.0209231
21/04/2011 02:52,308.2618819
21/04/2011 03:22,495.4787249
21/04/2011 03:52,309.7043811
21/04/2011 04:22,399.7307249
21/04/2011 04:52,408.9103967
21/04/2011 05:22,313.5222553
21/04/2011 05:52,481.0235389
21/04/2011 06:22,310.7870748
21/04/2011 06:52,499.8885758
21/04/2011 07:22,137.6463158
21/04/2011 07:52,182.5284211
21/04/2011 08:22,185.5347368
21/04/2011 08:52,137.4757895
21/04/2011 09:22,224.4252632
21/04/2011 09:52,406.5389857
21/04/2011 10:22,1083.864873
21/04/2011 10:52,577.1083003
21/04/2011 11:22,1489.422475
21/04/2011 11:52,744.2197146
21/04/2011 12:22,280.8445504
21/04/2011 12:52,236.3607057
21/04/2011 13:22,209.0952667
21/04/2011 13:52,291.2348609
21/04/2011 14:22,158.0615359
21/04/2011 14:52,345.6844695
21/04/2011 15:22,158.1764278
21/04/2011 15:52,312.2052686
21/04/2011 16:22,187.9318817
21/04/2011 16:52,208.2412458
21/04/2011 17:22,375.4426894
21/04/2011 17:52,194.1811243
21/04/2011 18:22,376.0317998
21/04/2011 18:52,199.4291925
21/04/2011 19:22,585.2881556
21/04/2011 19:52,366.8572278
21/04/2011 20:22,348.5754473
21/04/2011 20:52,271.4210111
21/04/2011 21:22,272.4101905
21/04/2011 21:52,
21/04/2011 22:22,
21/04/2011 22:52,
21/04/2011 23:22,429.8320553
21/04/2011 23:52,973.9193115
22/04/2011 00:22,549.2292205
22/04/2011 00:52,447.3962959
22/04/2011 01:22,503.0630547
22/04/2011 01:52,301.7538731
22/04/2011 02:22,693.6271577
22/04/2011 02:52,558.27625
22/04/2011 03:22,513.1814482
22/04/2011 03:52,305.225039
22/04/2011 04:22,508.9953082
22/04/2011 04:52,305.715768
22/04/2011 05:22,466.8984635
22/04/2011 05:52,305.7596892
22/04/2011 06:22,472.2304544
22/04/2011 06:52,306.4868731
22/04/2011 07:22,472.1795798
22/04/2011 07:52,309.4862789
22/04/2011 08:22,434.6111822
22/04/2011 08:52,330.4122298
22/04/2011 09:22,305.7211738
22/04/2011 09:52,474.762302
22/04/2011 10:22,279.5497041
22/04/2011 10:52,727.1012239
22/04/2011 11:22,468.4785533
22/04/2011 11:52,743.6916068
22/04/2011 12:22,587.8368442
22/04/2011 12:52,754.2126415
22/04/2011 13:22,479.7812137
22/04/2011 13:52,823.964831
22/04/2011 14:22,262.9323352
22/04/2011 14:52,152.6289923
22/04/2011 15:22,339.1553937
22/04/2011 15:52,154.1142996
22/04/2011 16:22,321.0100396
22/04/2011 16:52,154.4382082
22/04/2011 17:22,155.1103453
22/04/2011 17:52,342.5173063
22/04/2011 18:22,155.2415427
22/04/2011 18:52,351.1967384
22/04/2011 19:22,547.4411976
22/04/2011 19:52,308.6382556
22/04/2011 20:22,332.5333173
22/04/2011 20:52,193.1472735
22/04/2011 21:22,357.0529766
22/04/2011 21:52,179.9399003
22/04/2011 22:22,355.6777997
22/04/2011 22:52,159.7373623
22/04/2011 23:22,168.6163038
22/04/2011 23:52,355.5202547
23/04/2011 00:22,467.7176571
23/04/2011 00:52,647.2651308
23/04/2011 01:22,423.7906025
23/04/2011 01:52,490.1510774
23/04/2011 02:22,307.785705
23/04/2011 02:52,307.5099678
23/04/2011 03:22,510.4168553
23/04/2011 03:52,309.0536643
23/04/2011 04:22,481.7289319
23/04/2011 04:52,310.0296895
23/04/2011 05:22,351.2280126
23/04/2011 05:52,460.6741558
23/04/2011 06:22,311.7037038
23/04/2011 06:52,483.9703459
23/04/2011 07:22,311.8949734
23/04/2011 07:52,432.3243702
23/04/2011 08:22,373.9748292
23/04/2011 08:52,351.2020962
23/04/2011 09:22,439.1886822
23/04/2011 09:52,308.0805491
23/04/2011 10:22,354.3205296
23/04/2011 10:52,167.0115783
23/04/2011 11:22,283.9934854
23/04/2011 11:52,187.0432056
23/04/2011 12:22,1472.381757
23/04/2011 12:52,835.2925053
23/04/2011 13:22,424.4197319
23/04/2011 13:52,604.5008603
23/04/2011 14:22,422.5695583
23/04/2011 14:52,1187.317096
23/04/2011 15:22,517.4037729
23/04/2011 15:52,803.627445
23/04/2011 16:22,2987.108923
23/04/2011 16:52,1623.915835
23/04/2011 17:22,2171.646679
23/04/2011 17:52,918.3699792
23/04/2011 18:22,1089.205559
23/04/2011 18:52,1098.1647
23/04/2011 19:22,460.5240185
23/04/2011 19:52,157.8881191
23/04/2011 20:22,2007.186552
23/04/2011 20:52,9107.92262
23/04/2011 21:22,3135.643642
23/04/2011 21:52,504.4049086
23/04/2011 22:22,156.8515613
23/04/2011 22:52,158.3858588
23/04/2011 23:22,285.1881607
23/04/2011 23:52,349.5503928
24/04/2011 00:22,157.1239695
24/04/2011 00:52,158.3673161
24/04/2011 01:22,452.3283891
24/04/2011 01:52,158.2458192
24/04/2011 02:22,157.7022401
24/04/2011 02:52,746.0276173
24/04/2011 03:22,4868.627744
24/04/2011 03:52,704.4827921
24/04/2011 04:22,338.5038711
24/04/2011 04:52,577.5214079
24/04/2011 05:22,322.5094637
24/04/2011 05:52,314.0848424
24/04/2011 06:22,543.5677854
24/04/2011 06:52,363.4453348
24/04/2011 07:22,315.7143411
24/04/2011 07:52,372.2046175
24/04/2011 08:22,533.6870471
24/04/2011 08:52,314.9029906
24/04/2011 09:22,313.6156401
24/04/2011 09:52,551.4192822
24/04/2011 10:22,344.0998588
24/04/2011 10:52,312.0926904
24/04/2011 11:22,358.1127743
24/04/2011 11:52,1060.592124
24/04/2011 12:22,1029.671566
24/04/2011 12:52,8208.529689
24/04/2011 13:22,5690.402362
24/04/2011 13:52,505.4720269
24/04/2011 14:22,242.2432047
24/04/2011 14:52,399.7241469
24/04/2011 15:22,704.9333509
24/04/2011 15:52,584.8108608
24/04/2011 16:22,3074.301222
24/04/2011 16:52,3756.009191
24/04/2011 17:22,2462.919692
24/04/2011 17:52,4624.999542
24/04/2011 18:22,2789.499349
24/04/2011 18:52,400.5306819
24/04/2011 19:22,472.6128005
24/04/2011 19:52,865.9259906
24/04/2011 20:22,2378.342681
24/04/2011 20:52,1418.521322
24/04/2011 21:22,1387.592691
24/04/2011 21:52,621.9932519
24/04/2011 22:22,826.0919178
24/04/2011 22:52,548.4701506
24/04/2011 23:22,622.5443796
24/04/2011 23:52,692.4481409
25/04/2011 00:22,1337.494243
25/04/2011 00:52,454.7916129
25/04/2011 01:22,305.2491854
25/04/2011 01:52,482.4022342
25/04/2011 02:22,473.9836602
25/04/2011 02:52,309.3860433
25/04/2011 03:22,347.9697769
25/04/2011 03:52,573.8788757
25/04/2011 04:22,311.7077421
25/04/2011 04:52,312.1452766
25/04/2011 05:22,604.9119886
25/04/2011 05:52,310.4144567
25/04/2011 06:22,311.4073675
25/04/2011 06:52,550.7403099
25/04/2011 07:22,352.082374
25/04/2011 07:52,311.3700053
25/04/2011 08:22,557.7930563
25/04/2011 08:52,689.4987602
25/04/2011 09:22,696.3372249
25/04/2011 09:52,534.0763649
25/04/2011 10:22,994.618585
25/04/2011 10:52,1196.571877
25/04/2011 11:22,1456.589309
25/04/2011 11:52,1318.660236
25/04/2011 12:22,352.0046123
25/04/2011 12:52,155.8829677
25/04/2011 13:22,156.4352544
25/04/2011 13:52,385.8501699
25/04/2011 14:22,216.7828333
25/04/2011 14:52,233.7631007
25/04/2011 15:22,409.0428713
25/04/2011 15:52,373.4238067
25/04/2011 16:22,214.2285254
25/04/2011 16:52,276.8915997
25/04/2011 17:22,304.6464712
25/04/2011 17:52,152.674171
25/04/2011 18:22,369.9314126
25/04/2011 18:52,152.4792904
25/04/2011 19:22,425.9798005
25/04/2011 19:52,259.8146333
25/04/2011 20:22,162.4263217
25/04/2011 20:52,821.7344693
25/04/2011 21:22,562.9726723
25/04/2011 21:52,538.5512956
25/04/2011 22:22,646.2978734
25/04/2011 22:52,1328.144593
25/04/2011 23:22,524.6255642
25/04/2011 23:52,800.0251096
26/04/2011 00:22,1242.220171
26/04/2011 00:52,2671.463751
26/04/2011 01:22,1147.523292
26/04/2011 01:52,1581.411799
26/04/2011 02:22,719.8307576
26/04/2011 02:52,481.9012939
26/04/2011 03:22,456.2549997
26/04/2011 03:52,309.9421289
26/04/2011 04:22,319.1993737
26/04/2011 04:52,554.3865947
26/04/2011 05:22,309.1747662
26/04/2011 05:52,308.9136137
26/04/2011 06:22,547.943376
26/04/2011 06:52,310.0680488
26/04/2011 07:22,310.2674246
26/04/2011 07:52,548.7329173
26/04/2011 08:22,311.2285105
26/04/2011 08:52,310.7976342
26/04/2011 09:22,538.2161316
26/04/2011 09:52,308.9415788
26/04/2011 10:22,455.1100222
26/04/2011 10:52,947.9461454
26/04/2011 11:22,2164.811846
26/04/2011 11:52,1335.051352
26/04/2011 12:22,966.7767994
26/04/2011 12:52,152.9472368
26/04/2011 13:22,330.314586
26/04/2011 13:52,523.5038824
26/04/2011 14:22,1612.88754
26/04/2011 14:52,1421.990902
26/04/2011 15:22,908.5255006
26/04/2011 15:52,395.3252588
26/04/2011 16:22,152.5031895
26/04/2011 16:52,153.0587653
26/04/2011 17:22,449.7454376
26/04/2011 17:52,191.2498214
26/04/2011 18:22,334.6307118
26/04/2011 18:52,215.8916044
26/04/2011 19:22,154.7889776
26/04/2011 19:52,155.1265777
26/04/2011 20:22,392.3754285
26/04/2011 20:52,236.1273615
26/04/2011 21:22,178.8420817
26/04/2011 21:52,626.5168246
26/04/2011 22:22,471.4680599
26/04/2011 22:52,660.5590646
26/04/2011 23:22,792.7010497
26/04/2011 23:52,531.0246178
27/04/2011 00:22,662.4662412
27/04/2011 00:52,449.1307225
27/04/2011 01:22,448.1027937
27/04/2011 01:52,858.9108347
27/04/2011 02:22,361.8385418
27/04/2011 02:52,305.4469287
27/04/2011 03:22,338.4054196
27/04/2011 03:52,559.221342
27/04/2011 04:22,308.0122629
27/04/2011 04:52,307.9851079
27/04/2011 05:22,523.5031681
27/04/2011 05:52,376.4237623
27/04/2011 06:22,313.4909329
27/04/2011 06:52,324.7269966
27/04/2011 07:22,541.3739566
27/04/2011 07:52,308.6636684
27/04/2011 08:22,307.5896942
27/04/2011 08:52,534.4460111
27/04/2011 09:22,350.1735355
27/04/2011 09:52,306.10035
27/04/2011 10:22,1047.9116
27/04/2011 10:52,761.9613488
27/04/2011 11:22,1401.170066
27/04/2011 11:52,679.0845356
27/04/2011 12:22,943.1010547
27/04/2011 12:52,153.5881321
27/04/2011 13:22,153.9002548
27/04/2011 13:52,374.0213169
27/04/2011 14:22,226.3412977
27/04/2011 14:52,153.0695008
27/04/2011 15:22,227.7884816
27/04/2011 15:52,363.0608487
27/04/2011 16:22,153.3530786
27/04/2011 16:52,152.7722686
27/04/2011 17:22,422.2692122
27/04/2011 17:52,174.9069187
27/04/2011 18:22,153.7795478
27/04/2011 18:52,290.5030602
27/04/2011 19:22,318.0087256
27/04/2011 19:52,153.8764675
27/04/2011 20:22,154.2164105
27/04/2011 20:52,456.6647511
27/04/2011 21:22,154.1075361
27/04/2011 21:52,388.0175483
27/04/2011 22:22,680.7999599
27/04/2011 22:52,411.5678477
27/04/2011 23:22,356.007105
27/04/2011 23:52,486.8803915
28/04/2011 00:22,464.0544895
28/04/2011 00:52,349.2808935
28/04/2011 01:22,833.2742132
28/04/2011 01:52,580.1792816
28/04/2011 02:22,307.9001161
28/04/2011 02:52,309.1496085
28/04/2011 03:22,602.7457304
28/04/2011 03:52,310.362707
28/04/2011 04:22,310.5417722
28/04/2011 04:52,512.9932982
28/04/2011 05:22,399.4292415
28/04/2011 05:52,312.4025132
28/04/2011 06:22,439.3970057
28/04/2011 06:52,476.5391914
28/04/2011 07:22,311.8142041
28/04/2011 07:52,352.378938
28/04/2011 08:22,555.5986053
28/04/2011 08:52,310.0456982
28/04/2011 09:22,309.9683772
28/04/2011 09:52,481.8251528
28/04/2011 10:22,453.4097665
28/04/2011 10:52,428.1827731
28/04/2011 11:22,508.7744681
28/04/2011 11:52,220.7763158
28/04/2011 12:22,126.002193
28/04/2011 12:52,329.1340426
28/04/2011 13:22,185.0344828
28/04/2011 13:52,199.217484
28/04/2011 14:22,58.35874439
28/04/2011 14:52,58.48878924
28/04/2011 15:22,209.7553191
28/04/2011 15:52,58.34977578
28/04/2011 16:22,58.11995516
28/04/2011 16:52,203.3710021
28/04/2011 17:22,58.00896861
28/04/2011 17:52,58.42600897
28/04/2011 18:22,203.909188
28/04/2011 18:52,58.70945946
28/04/2011 19:22,58.35313901
28/04/2011 19:52,197.9164882
28/04/2011 20:22,58.25279642
28/04/2011 20:52,58.81165919
28/04/2011 21:22,200.2965739
28/04/2011 21:52,58.75336323
28/04/2011 22:22,115.4701987
28/04/2011 22:52,464.3426724
28/04/2011 23:22,281.6892178
28/04/2011 23:52,510.4564756
29/04/2011 00:22,489.8942918
29/04/2011 00:52,286.0242105
29/04/2011 01:22,384.1052632
29/04/2011 01:52,288.3915789
29/04/2011 02:22,317.6189474
29/04/2011 02:52,642.2451193
29/04/2011 03:22,315.4089936
29/04/2011 03:52,171.8631579
29/04/2011 04:22,305.9452632
29/04/2011 04:52,166.04
29/04/2011 05:22,160.6168421
29/04/2011 05:52,297.7389474
29/04/2011 06:22,158.7974684
29/04/2011 06:52,165.2531513
29/04/2011 07:22,287.3115789
29/04/2011 07:52,160.1347368
29/04/2011 08:22,173.7679325
29/04/2011 08:52,283.7684211
29/04/2011 09:22,159.6102941
29/04/2011 09:52,241.7705263
29/04/2011 10:22,852.2774194
29/04/2011 10:52,287.4726316
29/04/2011 11:22,277.3063158
29/04/2011 11:52,544.8126316
29/04/2011 12:22,467.7875264
29/04/2011 12:52,206.3852632
29/04/2011 13:22,94.60934183
29/04/2011 13:52,115.5289532
29/04/2011 14:22,170.4307359
29/04/2011 14:52,58.93033708
29/04/2011 15:22,162.4229935
29/04/2011 15:52,75.39198218
29/04/2011 16:22,59.02242152
29/04/2011 16:52,177.612069
29/04/2011 17:22,59.36098655
29/04/2011 17:52,156.6695652
29/04/2011 18:22,81.33184855
29/04/2011 18:52,64.03811659
29/04/2011 19:22,172.9094828
29/04/2011 19:52,59.40134529
29/04/2011 20:22,147.4978166
29/04/2011 20:52,94.76496674
29/04/2011 21:22,58.91255605
29/04/2011 21:52,251.5031847
29/04/2011 22:22,152.5947368
29/04/2011 22:52,187.2294737
29/04/2011 23:22,362.5894737
29/04/2011 23:52,355.0232558
30/04/2011 00:22,281.8126316
30/04/2011 00:52,523.0347368
30/04/2011 01:22,422.3389474
30/04/2011 01:52,365.2326316
30/04/2011 02:22,270.5810526
30/04/2011 02:52,843.2299803
30/04/2011 03:22,1908.46745
30/04/2011 03:52,1683.896682
30/04/2011 04:22,2054.989244
30/04/2011 04:52,868.3002754
30/04/2011 05:22,314.7162506
30/04/2011 05:52,494.1737854
30/04/2011 06:22,395.5961854
