ID,Label,House,Year,Month,Temperature,Daylight,EnergyProduction
608,7,26,2012,2,3.6,178.4,665
609,8,26,2012,3,7.3,167.5,698
610,9,26,2012,4,13.2,170.8,715
611,10,26,2012,5,18.6,215.2,835
612,11,26,2012,6,21,137.4,714
613,12,26,2012,7,26.2,160.1,766
614,13,26,2012,8,28.8,253.2,929
615,14,26,2012,9,25.1,162.3,708
616,15,26,2012,10,17.7,185.2,711
617,16,26,2012,11,10.4,171.4,579
618,17,26,2012,12,4.9,189.3,585
619,18,26,2013,1,3.3,233.6,746
620,19,26,2013,2,4.1,195.4,728
621,20,26,2013,3,10.3,207.1,830
622,21,26,2013,4,13.4,214.5,843
623,22,26,2013,5,19,250.8,960
624,23,26,2013,6,22.5,127.9,668
625,0,27,2011,7,27.3,175.8,629
626,1,27,2011,8,26.8,161.7,616
627,2,27,2011,9,24,180.3,647
628,3,27,2011,10,17.3,170.3,631
629,4,27,2011,11,12.3,176.7,625
630,5,27,2011,12,4.9,205.2,755
631,6,27,2012,1,2.6,207,747
632,7,27,2012,2,3.4,186.5,688
633,8,27,2012,3,7,175.1,710
634,9,27,2012,4,12.9,177.1,717
635,10,27,2012,5,18.4,216.8,843
636,11,27,2012,6,21.2,137.9,710
637,12,27,2012,7,26.2,144.5,753
638,13,27,2012,8,28.8,256.8,958
639,14,27,2012,9,25,155.2,723
640,15,27,2012,10,17.5,198.4,740
641,16,27,2012,11,10.3,187.2,611
642,17,27,2012,12,4.9,200.3,615
643,18,27,2013,1,3.3,244.2,766
644,19,27,2013,2,3.7,206,753
645,20,27,2013,3,9.8,224.3,867
646,21,27,2013,4,12.9,226.4,869
647,22,27,2013,5,19.1,257.2,970
648,23,27,2013,6,22.8,127.2,673
649,0,28,2011,7,27.2,184.2,702
650,1,28,2011,8,26.9,172.4,698
651,2,28,2011,9,23.7,174,690
652,3,28,2011,10,17.3,174.6,686
653,4,28,2011,11,12.1,174.1,664
654,5,28,2011,12,5,212.4,802
655,6,28,2012,1,2.5,213.2,797
656,7,28,2012,2,3.6,186.7,727
657,8,28,2012,3,7.5,179.5,776
658,9,28,2012,4,13.4,189,806
659,10,28,2012,5,18.5,220.7,919
660,11,28,2012,6,21.6,144.9,794
661,12,28,2012,7,26.3,158.3,832
662,13,28,2012,8,28.4,257.7,1030
663,14,28,2012,9,24.9,170.8,801
664,15,28,2012,10,17.5,201.5,799
665,16,28,2012,11,10.1,193.2,668
666,17,28,2012,12,4.4,198.2,637
667,18,28,2013,1,2.8,240.1,792
668,19,28,2013,2,4.1,202.7,795
669,20,28,2013,3,10.6,228.5,941
670,21,28,2013,4,13.4,232.1,932
671,22,28,2013,5,19.2,257.9,1046
672,23,28,2013,6,22.8,126,736
673,0,29,2011,7,25.6,179,659
674,1,29,2011,8,25.5,180.5,619
675,2,29,2011,9,22.7,167.1,563
676,3,29,2011,10,16.5,152.6,511
677,4,29,2011,11,11.5,157.8,467
678,5,29,2011,12,4.3,192.4,545
679,6,29,2012,1,1.6,198.9,578
680,7,29,2012,2,2.8,159.5,499
681,8,29,2012,3,6.7,159.2,567
682,9,29,2012,4,12.3,178.3,641
683,10,29,2012,5,17.4,200.3,690
684,11,29,2012,6,19.9,153.9,592
685,12,29,2012,7,24.7,174.1,695
686,13,29,2012,8,26.8,261.5,805
687,14,29,2012,9,23.7,177.1,588
688,15,29,2012,10,16.6,179.6,520
689,16,29,2012,11,9.4,171.8,402
690,17,29,2012,12,3.6,167.4,350
691,18,29,2013,1,2,216.3,451
692,19,29,2013,2,3.3,183.7,468
693,20,29,2013,3,9.8,200.4,625
694,21,29,2013,4,12.5,213,721
695,22,29,2013,5,17.5,243.8,839
696,23,29,2013,6,21.1,123.1,627
697,0,30,2011,7,27,180.4,633
698,1,30,2011,8,26.7,168.5,601
699,2,30,2011,9,23.5,173.7,552
700,3,30,2011,10,17.2,171.2,542
701,4,30,2011,11,12.2,176.3,479
702,5,30,2011,12,4.9,210.5,533
703,6,30,2012,1,2.3,209.1,565
704,7,30,2012,2,3.4,178.6,540
705,8,30,2012,3,7.3,177.2,584
706,9,30,2012,4,13.3,189.8,636
707,10,30,2012,5,18.3,214.9,673
708,11,30,2012,6,21.5,145.1,561
709,12,30,2012,7,26.2,156,581
710,13,30,2012,8,28.2,257,750
711,14,30,2012,9,24.8,167.6,587
712,15,30,2012,10,17.4,198.1,596
713,16,30,2012,11,9.9,197.6,524
714,17,30,2012,12,4.3,196.3,512
715,18,30,2013,1,2.6,238.7,614
716,19,30,2013,2,3.8,205.1,596
717,20,30,2013,3,10.4,229.8,704
718,21,30,2013,4,13.2,231.4,695
719,22,30,2013,5,19.1,257.7,762
720,23,30,2013,6,22.7,124.1,523
721,0,31,2011,7,27.2,184.2,702
722,1,31,2011,8,26.9,172.4,698
723,2,31,2011,9,23.7,174,690
724,3,31,2011,10,17.3,174.6,686
725,4,31,2011,11,12.1,174.1,664
726,5,31,2011,12,5,212.4,802
727,6,31,2012,1,2.5,213.2,797
728,7,31,2012,2,3.6,186.7,727
729,8,31,2012,3,7.5,179.5,776
730,9,31,2012,4,13.4,189,806
731,10,31,2012,5,18.5,220.7,919
732,11,31,2012,6,21.6,144.9,794
733,12,31,2012,7,26.3,158.3,832
734,13,31,2012,8,28.4,257.7,1030
735,14,31,2012,9,24.9,170.8,801
736,15,31,2012,10,17.5,201.5,799
737,16,31,2012,11,10.1,193.2,668
738,17,31,2012,12,4.4,198.2,637
739,18,31,2013,1,2.8,240.1,792
740,19,31,2013,2,4.1,202.7,795
741,20,31,2013,3,10.6,228.5,941
742,21,31,2013,4,13.4,232.1,932
743,22,31,2013,5,19.2,257.9,1046
744,23,31,2013,6,22.8,126,736
745,0,32,2011,7,27,180.4,633
746,1,32,2011,8,26.7,168.5,601
747,2,32,2011,9,23.5,173.7,552
748,3,32,2011,10,17.2,171.2,542
749,4,32,2011,11,12.2,176.3,479
750,5,32,2011,12,4.9,210.5,533
751,6,32,2012,1,2.3,209.1,565
752,7,32,2012,2,3.4,178.6,540
753,8,32,2012,3,7.3,177.2,584
754,9,32,2012,4,13.3,189.8,636
755,10,32,2012,5,18.3,214.9,673
756,11,32,2012,6,21.5,145.1,561
757,12,32,2012,7,26.2,156,581
758,13,32,2012,8,28.2,257,750
759,14,32,2012,9,24.8,167.6,587
760,15,32,2012,10,17.4,198.1,596
761,16,32,2012,11,9.9,197.6,524
762,17,32,2012,12,4.3,196.3,512
763,18,32,2013,1,2.6,238.7,614
764,19,32,2013,2,3.8,205.1,596
765,20,32,2013,3,10.4,229.8,704
766,21,32,2013,4,13.2,231.4,695
767,22,32,2013,5,19.1,257.7,762
768,23,32,2013,6,22.7,124.1,523
769,0,33,2011,7,27.2,184.2,702
770,1,33,2011,8,26.9,172.4,698
771,2,33,2011,9,23.7,174,690
772,3,33,2011,10,17.3,174.6,686
773,4,33,2011,11,12.1,174.1,664
774,5,33,2011,12,5,212.4,802
775,6,33,2012,1,2.5,213.2,797
776,7,33,2012,2,3.6,186.7,727
777,8,33,2012,3,7.5,179.5,776
778,9,33,2012,4,13.4,189,806
779,10,33,2012,5,18.5,220.7,919
780,11,33,2012,6,21.6,144.9,794
781,12,33,2012,7,26.3,158.3,832
782,13,33,2012,8,28.4,257.7,1030
783,14,33,2012,9,24.9,170.8,801
784,15,33,2012,10,17.5,201.5,799
785,16,33,2012,11,10.1,193.2,668
786,17,33,2012,12,4.4,198.2,637
787,18,33,2013,1,2.8,240.1,792
788,19,33,2013,2,4.1,202.7,795
789,20,33,2013,3,10.6,228.5,941
790,21,33,2013,4,13.4,232.1,932
791,22,33,2013,5,19.2,257.9,1046
792,23,33,2013,6,22.8,126,736
793,0,34,2011,7,26.3,179.8,536
794,1,34,2011,8,26.3,187.1,489
795,2,34,2011,9,23.9,174.4,523
796,3,34,2011,10,17.7,140.5,421
797,4,34,2011,11,12.4,151.9,443
798,5,34,2011,12,5.1,192.9,587
799,6,34,2012,1,2.4,202.7,605
800,7,34,2012,2,3.5,157.1,463
801,8,34,2012,3,7.2,150.4,460
802,9,34,2012,4,12.5,168.5,506
803,10,34,2012,5,18,194.7,559
804,11,34,2012,6,19.6,159.6,453
805,12,34,2012,7,25.1,181.1,668
806,13,34,2012,8,27.7,266.3,710
807,14,34,2012,9,24.5,173.1,482
808,15,34,2012,10,17.5,174.6,416
809,16,34,2012,11,10.5,162.4,290
810,17,34,2012,12,4.8,176.6,254
811,18,34,2013,1,3.1,218.7,320
812,19,34,2013,2,3.9,184,376
813,20,34,2013,3,10.2,183.3,491
814,21,34,2013,4,13,200.8,614
815,22,34,2013,5,17.4,237,756
816,23,34,2013,6,21,124.4,584
817,0,35,2011,7,26.3,179.8,536
818,1,35,2011,8,26.3,187.1,489
819,2,35,2011,9,23.9,174.4,523
820,3,35,2011,10,17.7,140.5,421
821,4,35,2011,11,12.4,151.9,443
822,5,35,2011,12,5.1,192.9,587
823,6,35,2012,1,2.4,202.7,605
824,7,35,2012,2,3.5,157.1,463
825,8,35,2012,3,7.2,150.4,460
826,9,35,2012,4,12.5,168.5,506
827,10,35,2012,5,18,194.7,559
828,11,35,2012,6,19.6,159.6,453
829,12,35,2012,7,25.1,181.1,668
830,13,35,2012,8,27.7,266.3,710
831,14,35,2012,9,24.5,173.1,482
832,15,35,2012,10,17.5,174.6,416
833,16,35,2012,11,10.5,162.4,290
834,17,35,2012,12,4.8,176.6,254
835,18,35,2013,1,3.1,218.7,320
836,19,35,2013,2,3.9,184,376
837,20,35,2013,3,10.2,183.3,491
838,21,35,2013,4,13,200.8,614
839,22,35,2013,5,17.4,237,756
840,23,35,2013,6,21,124.4,584
841,0,36,2011,7,26,175,671
842,1,36,2011,8,25.7,165.8,634
843,2,36,2011,9,22.7,169.9,556
844,3,36,2011,10,16.2,165.7,544
845,4,36,2011,11,11.5,171.3,466
846,5,36,2011,12,4.1,197.6,495
847,6,36,2012,1,1.6,199,533
848,7,36,2012,2,2.6,170.1,518
849,8,36,2012,3,6.5,170.4,596
850,9,36,2012,4,12.4,183,662
851,10,36,2012,5,17.5,208.4,709
852,11,36,2012,6,20.7,143.1,605
853,12,36,2012,7,25.2,154.6,612
854,13,36,2012,8,27.2,256.4,789
855,14,36,2012,9,23.9,166.6,602
856,15,36,2012,10,16.5,189.7,581
857,16,36,2012,11,9.2,186.4,490
858,17,36,2012,12,3.6,178.3,468
859,18,36,2013,1,2,228.3,585
860,19,36,2013,2,3,195.9,557
861,20,36,2013,3,9.5,221.5,695
862,21,36,2013,4,12.3,225.4,730
863,22,36,2013,5,18.4,253.8,804
864,23,36,2013,6,21.9,123.5,565
865,0,37,2011,7,26.9,179.7,617
866,1,37,2011,8,26.6,176.4,601
867,2,37,2011,9,24,177.5,654
868,3,37,2011,10,17.5,157.1,598
869,4,37,2011,11,12.3,163.3,626
870,5,37,2011,12,5.1,200,805
871,6,37,2012,1,2.6,206.9,792
872,7,37,2012,2,3.6,175.8,669
873,8,37,2012,3,7.2,163.9,681
874,9,37,2012,4,12.8,172.4,696
875,10,37,2012,5,18.3,208.7,824
876,11,37,2012,6,20.5,148.6,698
877,12,37,2012,7,25.7,164,836
878,13,37,2012,8,28.4,261.9,974
879,14,37,2012,9,24.8,165.8,709
880,15,37,2012,10,17.6,188.2,679
881,16,37,2012,11,10.5,172.6,522
882,17,37,2012,12,4.9,189.4,497
883,18,37,2013,1,3.3,232.2,632
884,19,37,2013,2,3.9,193.8,664
885,20,37,2013,3,10.1,203.1,797
886,21,37,2013,4,13.1,214,860
887,22,37,2013,5,18.3,247.2,1005
888,23,37,2013,6,21.9,126.8,735
889,0,38,2011,7,27.3,175.8,629
890,1,38,2011,8,26.8,161.7,616
891,2,38,2011,9,24,180.3,647
892,3,38,2011,10,17.3,170.3,631
893,4,38,2011,11,12.3,176.7,625
894,5,38,2011,12,4.9,205.2,755
895,6,38,2012,1,2.6,207,747
896,7,38,2012,2,3.4,186.5,688
897,8,38,2012,3,7,175.1,710
898,9,38,2012,4,12.9,177.1,717
899,10,38,2012,5,18.4,216.8,843
900,11,38,2012,6,21.2,137.9,710
901,12,38,2012,7,26.2,144.5,753
902,13,38,2012,8,28.8,256.8,958
903,14,38,2012,9,25,155.2,723
904,15,38,2012,10,17.5,198.4,740
905,16,38,2012,11,10.3,187.2,611
906,17,38,2012,12,4.9,200.3,615
907,18,38,2013,1,3.3,244.2,766
908,19,38,2013,2,3.7,206,753
909,20,38,2013,3,9.8,224.3,867
910,21,38,2013,4,12.9,226.4,869
911,22,38,2013,5,19.1,257.2,970
912,23,38,2013,6,22.8,127.2,673
913,0,39,2011,7,26.9,179.8,624
914,1,39,2011,8,26.8,159.8,593
915,2,39,2011,9,23.8,171,565
916,3,39,2011,10,17.5,159.7,518
917,4,39,2011,11,12.2,165.3,470
918,5,39,2011,12,5,205.6,520
919,6,39,2012,1,2.4,207.7,561
920,7,39,2012,2,3.6,170.6,517
921,8,39,2012,3,7.6,169.6,573
922,9,39,2012,4,13.6,183.4,634
923,10,39,2012,5,18.5,213.2,665
924,11,39,2012,6,21.3,144.6,565
925,12,39,2012,7,26.1,171.6,594
926,13,39,2012,8,28.2,253.4,721
927,14,39,2012,9,24.9,174.6,572
928,15,39,2012,10,17.5,184.9,567
929,16,39,2012,11,10,181.8,492
930,17,39,2012,12,4.3,185.3,482
931,18,39,2013,1,2.5,228.1,594
932,19,39,2013,2,4.2,194.5,571
933,20,39,2013,3,10.9,212.6,667
934,21,39,2013,4,13.6,219.5,668
935,22,39,2013,5,19,251.3,752
936,23,39,2013,6,22.5,124.8,518
937,0,40,2011,7,26.9,179.7,617
938,1,40,2011,8,26.6,176.4,601
939,2,40,2011,9,24,177.5,654
940,3,40,2011,10,17.5,157.1,598
941,4,40,2011,11,12.3,163.3,626
942,5,40,2011,12,5.1,200,805
943,6,40,2012,1,2.6,206.9,792
944,7,40,2012,2,3.6,175.8,669
945,8,40,2012,3,7.2,163.9,681
946,9,40,2012,4,12.8,172.4,696
947,10,40,2012,5,18.3,208.7,824
948,11,40,2012,6,20.5,148.6,698
949,12,40,2012,7,25.7,164,836
950,13,40,2012,8,28.4,261.9,974
951,14,40,2012,9,24.8,165.8,709
952,15,40,2012,10,17.6,188.2,679
953,16,40,2012,11,10.5,172.6,522
954,17,40,2012,12,4.9,189.4,497
955,18,40,2013,1,3.3,232.2,632
956,19,40,2013,2,3.9,193.8,664
957,20,40,2013,3,10.1,203.1,797
958,21,40,2013,4,13.1,214,860
959,22,40,2013,5,18.3,247.2,1005
960,23,40,2013,6,21.9,126.8,735
961,0,41,2011,7,27,180.4,633
962,1,41,2011,8,26.7,168.5,601
963,2,41,2011,9,23.5,173.7,552
964,3,41,2011,10,17.2,171.2,542
965,4,41,2011,11,12.2,176.3,479
966,5,41,2011,12,4.9,210.5,533
967,6,41,2012,1,2.3,209.1,565
968,7,41,2012,2,3.4,178.6,540
969,8,41,2012,3,7.3,177.2,584
970,9,41,2012,4,13.3,189.8,636
971,10,41,2012,5,18.3,214.9,673
972,11,41,2012,6,21.5,145.1,561
973,12,41,2012,7,26.2,156,581
974,13,41,2012,8,28.2,257,750
975,14,41,2012,9,24.8,167.6,587
976,15,41,2012,10,17.4,198.1,596
977,16,41,2012,11,9.9,197.6,524
978,17,41,2012,12,4.3,196.3,512
979,18,41,2013,1,2.6,238.7,614
980,19,41,2013,2,3.8,205.1,596
981,20,41,2013,3,10.4,229.8,704
982,21,41,2013,4,13.2,231.4,695
983,22,41,2013,5,19.1,257.7,762
984,23,41,2013,6,22.7,124.1,523
985,0,42,2011,7,26.1,183.3,576
986,1,42,2011,8,26,169.7,532
987,2,42,2011,9,23.5,176.2,498
988,3,42,2011,10,17.2,150.3,444
989,4,42,2011,11,12.6,158.4,399
990,5,42,2011,12,5.2,190.5,439
991,6,42,2012,1,2.7,193.2,475
992,7,42,2012,2,3.3,168.7,464
993,8,42,2012,3,6.8,160.2,508
994,9,42,2012,4,12,176.3,550
995,10,42,2012,5,17.3,206.9,603
996,11,42,2012,6,19.7,158,519
997,12,42,2012,7,24.8,159.1,538
998,13,42,2012,8,27.4,263.7,674
999,14,42,2012,9,24.5,166.7,491
1000,15,42,2012,10,17.5,187,500
1001,16,42,2012,11,10.8,174.5,418
1002,17,42,2012,12,5.4,183.4,429
1003,18,42,2013,1,3.4,233,529
1004,19,42,2013,2,3.8,195.4,506
1005,20,42,2013,3,9.6,206.5,577
1006,21,42,2013,4,12.5,210,601
1007,22,42,2013,5,17.2,250.7,688
1008,23,42,2013,6,21,125.6,471
1009,0,43,2011,7,26.3,187.1,645
1010,1,43,2011,8,26.2,173.6,629
1011,2,43,2011,9,23.6,176.5,636
1012,3,43,2011,10,17.3,153.7,588
1013,4,43,2011,11,12.5,156.3,583
1014,5,43,2011,12,5.3,192.4,707
1015,6,43,2012,1,2.8,197.3,707
1016,7,43,2012,2,3.5,176.8,652
1017,8,43,2012,3,6.9,162.5,700
1018,9,43,2012,4,12.2,175.5,719
1019,10,43,2012,5,17.5,212.7,849
1020,11,43,2012,6,19.8,157.8,752
1021,12,43,2012,7,24.9,161.4,789
1022,13,43,2012,8,27.6,264.4,954
1023,14,43,2012,9,24.6,169.9,705
1024,15,43,2012,10,17.7,190.5,703
1025,16,43,2012,11,11,170.1,562
1026,17,43,2012,12,5.6,185.3,554
1027,18,43,2013,1,3.6,234.4,707
1028,19,43,2013,2,4,192.9,705
1029,20,43,2013,3,9.8,205.1,814
1030,21,43,2013,4,12.6,210.8,839
1031,22,43,2013,5,17.3,250.9,972
1032,23,43,2013,6,21.1,127.5,684
1033,0,44,2011,7,26.9,179.7,617
1034,1,44,2011,8,26.6,176.4,601
1035,2,44,2011,9,24,177.5,654
1036,3,44,2011,10,17.5,157.1,598
1037,4,44,2011,11,12.3,163.3,626
1038,5,44,2011,12,5.1,200,805
1039,6,44,2012,1,2.6,206.9,792
1040,7,44,2012,2,3.6,175.8,669
1041,8,44,2012,3,7.2,163.9,681
1042,9,44,2012,4,12.8,172.4,696
1043,10,44,2012,5,18.3,208.7,824
1044,11,44,2012,6,20.5,148.6,698
1045,12,44,2012,7,25.7,164,836
1046,13,44,2012,8,28.4,261.9,974
1047,14,44,2012,9,24.8,165.8,709
1048,15,44,2012,10,17.6,188.2,679
1049,16,44,2012,11,10.5,172.6,522
1050,17,44,2012,12,4.9,189.4,497
1051,18,44,2013,1,3.3,232.2,632
1052,19,44,2013,2,3.9,193.8,664
1053,20,44,2013,3,10.1,203.1,797
1054,21,44,2013,4,13.1,214,860
1055,22,44,2013,5,18.3,247.2,1005
1056,23,44,2013,6,21.9,126.8,735
1057,0,45,2011,7,27.2,175.2,620
1058,1,45,2011,8,26.9,153.1,607
1059,2,45,2011,9,24.2,177.6,660
1060,3,45,2011,10,17.6,158.8,607
1061,4,45,2011,11,12.3,165.8,616
1062,5,45,2011,12,5,200.3,742
1063,6,45,2012,1,2.6,205.6,743
1064,7,45,2012,2,3.6,178.4,665
1065,8,45,2012,3,7.3,167.5,698
1066,9,45,2012,4,13.2,170.8,715
1067,10,45,2012,5,18.6,215.2,835
1068,11,45,2012,6,21,137.4,714
1069,12,45,2012,7,26.2,160.1,766
1070,13,45,2012,8,28.8,253.2,929
1071,14,45,2012,9,25.1,162.3,708
1072,15,45,2012,10,17.7,185.2,711
1073,16,45,2012,11,10.4,171.4,579
1074,17,45,2012,12,4.9,189.3,585
1075,18,45,2013,1,3.3,233.6,746
1076,19,45,2013,2,4.1,195.4,728
1077,20,45,2013,3,10.3,207.1,830
1078,21,45,2013,4,13.4,214.5,843
1079,22,45,2013,5,19,250.8,960
1080,23,45,2013,6,22.5,127.9,668
1081,0,46,2011,7,26.7,175.9,548
1082,1,46,2011,8,26.5,172.5,504
1083,2,46,2011,9,23.9,177.2,516
1084,3,46,2011,10,17.4,153.7,454
1085,4,46,2011,11,12.4,165.4,442
1086,5,46,2011,12,4.9,198.1,537
1087,6,46,2012,1,2.4,202.8,560
1088,7,46,2012,2,3.4,167.8,482
1089,8,46,2012,3,7,161.6,489
1090,9,46,2012,4,12.6,173.2,527
1091,10,46,2012,5,18.1,202.9,578
1092,11,46,2012,6,20.4,148.9,465
1093,12,46,2012,7,25.6,161.6,585
1094,13,46,2012,8,28.2,261.2,694
1095,14,46,2012,9,24.7,162.6,496
1096,15,46,2012,10,17.5,184.8,476
1097,16,46,2012,11,10.3,177,378
1098,17,46,2012,12,4.8,187.5,372
1099,18,46,2013,1,3.1,230.7,454
1100,19,46,2013,2,3.7,196.2,465
1101,20,46,2013,3,9.9,204.5,561
1102,21,46,2013,4,12.9,213.2,623
1103,22,46,2013,5,18.2,247,721
1104,23,46,2013,6,21.9,124.8,522
1105,0,47,2011,7,27,171.4,551
1106,1,47,2011,8,26.7,149.2,510
1107,2,47,2011,9,24.1,177.3,522
1108,3,47,2011,10,17.5,155.4,463
1109,4,47,2011,11,12.4,167.9,432
1110,5,47,2011,12,4.9,198.4,474
1111,6,47,2012,1,2.5,201.5,511
1112,7,47,2012,2,3.4,170.4,478
1113,8,47,2012,3,7.1,165.3,506
1114,9,47,2012,4,13,171.6,545
1115,10,47,2012,5,18.4,209.4,589
1116,11,47,2012,6,20.9,137.6,482
1117,12,47,2012,7,26.1,157.8,515
1118,13,47,2012,8,28.6,252.5,649
1119,14,47,2012,9,25,159.1,495
1120,15,47,2012,10,17.5,181.7,508
1121,16,47,2012,11,10.2,175.8,435
1122,17,47,2012,12,4.8,187.4,460
1123,18,47,2013,1,3.1,232.2,568
1124,19,47,2013,2,3.8,197.8,529
1125,20,47,2013,3,10.1,208.4,594
1126,21,47,2013,4,13.2,213.8,605
1127,22,47,2013,5,19,250.6,676
1128,23,47,2013,6,22.5,126,455
1129,0,48,2011,7,26.1,183.3,576
1130,1,48,2011,8,26,169.7,532
1131,2,48,2011,9,23.5,176.2,498
1132,3,48,2011,10,17.2,150.3,444
1133,4,48,2011,11,12.6,158.4,399
1134,5,48,2011,12,5.2,190.5,439
1135,6,48,2012,1,2.7,193.2,475
1136,7,48,2012,2,3.3,168.7,464
1137,8,48,2012,3,6.8,160.2,508
1138,9,48,2012,4,12,176.3,550
1139,10,48,2012,5,17.3,206.9,603
1140,11,48,2012,6,19.7,158,519
1141,12,48,2012,7,24.8,159.1,538
1142,13,48,2012,8,27.4,263.7,674
1143,14,48,2012,9,24.5,166.7,491
1144,15,48,2012,10,17.5,187,500
1145,16,48,2012,11,10.8,174.5,418
1146,17,48,2012,12,5.4,183.4,429
1147,18,48,2013,1,3.4,233,529
1148,19,48,2013,2,3.8,195.4,506
1149,20,48,2013,3,9.6,206.5,577
1150,21,48,2013,4,12.5,210,601
1151,22,48,2013,5,17.2,250.7,688
1152,23,48,2013,6,21,125.6,471
1153,0,49,2011,7,27,171.4,551
1154,1,49,2011,8,26.7,149.2,510
1155,2,49,2011,9,24.1,177.3,522
1156,3,49,2011,10,17.5,155.4,463
1157,4,49,2011,11,12.4,167.9,432
1158,5,49,2011,12,4.9,198.4,474
1159,6,49,2012,1,2.5,201.5,511
1160,7,49,2012,2,3.4,170.4,478
1161,8,49,2012,3,7.1,165.3,506
1162,9,49,2012,4,13,171.6,545
1163,10,49,2012,5,18.4,209.4,589
1164,11,49,2012,6,20.9,137.6,482
1165,12,49,2012,7,26.1,157.8,515
1166,13,49,2012,8,28.6,252.5,649
1167,14,49,2012,9,25,159.1,495
1168,15,49,2012,10,17.5,181.7,508
1169,16,49,2012,11,10.2,175.8,435
1170,17,49,2012,12,4.8,187.4,460
1171,18,49,2013,1,3.1,232.2,568
1172,19,49,2013,2,3.8,197.8,529
1173,20,49,2013,3,10.1,208.4,594
1174,21,49,2013,4,13.2,213.8,605
1175,22,49,2013,5,19,250.6,676
1176,23,49,2013,6,22.5,126,455
1177,0,50,2011,7,27.2,175.2,620
1178,1,50,2011,8,26.9,153.1,607
1179,2,50,2011,9,24.2,177.6,660
1180,3,50,2011,10,17.6,158.8,607
1181,4,50,2011,11,12.3,165.8,616
1182,5,50,2011,12,5,200.3,742
1183,6,50,2012,1,2.6,205.6,743
1184,7,50,2012,2,3.6,178.4,665
1185,8,50,2012,3,7.3,167.5,698
1186,9,50,2012,4,13.2,170.8,715
1187,10,50,2012,5,18.6,215.2,835
1188,11,50,2012,6,21,137.4,714
1189,12,50,2012,7,26.2,160.1,766
1190,13,50,2012,8,28.8,253.2,929
1191,14,50,2012,9,25.1,162.3,708
1192,15,50,2012,10,17.7,185.2,711
1193,16,50,2012,11,10.4,171.4,579
1194,17,50,2012,12,4.9,189.3,585
1195,18,50,2013,1,3.3,233.6,746
1196,19,50,2013,2,4.1,195.4,728
1197,20,50,2013,3,10.3,207.1,830
1198,21,50,2013,4,13.4,214.5,843
1199,22,50,2013,5,19,250.8,960
1200,23,50,2013,6,22.5,127.9,668
